2026-09-17 15:39:55,137 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] building x01_volatile_20230404_diversified
2026-09-17 15:44:21,186 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] x01_volatile_20230404_diversified qaoa seeds=10/10 wall=207.1s unique=1224 mass_opt={'qubo_optimum': 0.1548828125, 'true_grid_optimum': 0.1548828125}
2026-09-17 15:44:25,529 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] building x02_stress_20230103_banking_concentrated
2026-09-17 15:48:49,922 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] x02_stress_20230103_banking_concentrated qaoa seeds=10/10 wall=204.4s unique=821 mass_opt={'qubo_optimum': 0.176953125, 'true_grid_optimum': 0.00126953125}
2026-09-17 15:48:53,923 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] building x03_normal_20230621_high_volatility
2026-09-17 15:52:57,844 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] x03_normal_20230621_high_volatility qaoa seeds=10/10 wall=178.7s unique=1130 mass_opt={'qubo_optimum': 0.125390625, 'true_grid_optimum': 0.038671875}
2026-09-17 15:53:01,901 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] building x04_volatile_20231016_high_cash
2026-09-17 15:57:05,598 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] x04_volatile_20231016_high_cash qaoa seeds=10/10 wall=182.9s unique=1437 mass_opt={'qubo_optimum': 0.11611328125, 'true_grid_optimum': 0.11611328125}
2026-09-17 15:57:10,083 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] building x05_stress_20231222_do_not_sell
2026-09-17 16:00:57,303 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] x05_stress_20231222_do_not_sell qaoa seeds=10/10 wall=164.3s unique=2924 mass_opt={'qubo_optimum': 0.0275390625, 'true_grid_optimum': 0.0275390625}
2026-09-17 16:01:04,204 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] building x01_volatile_20230404_diversified
2026-09-17 16:05:33,950 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] x01_volatile_20230404_diversified qaoa seeds=10/10 wall=210.0s unique=1224 mass_opt={'qubo_optimum': 0.1548828125, 'true_grid_optimum': 0.1548828125}
2026-09-17 16:06:34,097 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] x01_volatile_20230404_diversified qaoa_transfer seeds=10/10 wall=59.9s unique=251 mass_opt={'qubo_optimum': 0.2814453125, 'true_grid_optimum': 0.2814453125}
2026-09-17 16:06:41,012 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] building x02_stress_20230103_banking_concentrated
2026-09-17 16:11:09,709 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] x02_stress_20230103_banking_concentrated qaoa seeds=10/10 wall=206.6s unique=821 mass_opt={'qubo_optimum': 0.176953125, 'true_grid_optimum': 0.00126953125}
2026-09-17 16:12:09,045 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] x02_stress_20230103_banking_concentrated qaoa_transfer seeds=10/10 wall=59.1s unique=317 mass_opt={'qubo_optimum': 0.26650390625, 'true_grid_optimum': 0.0001953125}
2026-09-17 16:12:14,974 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] building x03_normal_20230621_high_volatility
2026-09-17 16:16:11,180 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] x03_normal_20230621_high_volatility qaoa seeds=10/10 wall=178.7s unique=1130 mass_opt={'qubo_optimum': 0.125390625, 'true_grid_optimum': 0.038671875}
2026-09-17 16:17:10,955 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] x03_normal_20230621_high_volatility qaoa_transfer seeds=10/10 wall=59.6s unique=459 mass_opt={'qubo_optimum': 0.22060546875, 'true_grid_optimum': 0.05087890625}
2026-09-17 16:17:17,250 | qshield.hybrid_qaoa_assisted_v4.hybrid | INFO | [hybrid] building x04_volatile_20231016_high_cash
