date,ticker,exchange,simple_return,band,tolerance,excess,next_day_return,category
2025-12-26,VIC,HOSE,-0.0871613663133097,0.07,0.005,0.0171613663133097,0.030322580645161246,PERSISTS_LIKELY_CORP_ACTION
2018-01-25,VPB,HOSE,0.0871369642078383,0.07,0.005,0.0171369642078383,-0.007633757315363088,PERSISTS_LIKELY_CORP_ACTION
2025-10-20,VIC,HOSE,-0.0854059127170342,0.07,0.005,0.0154059127170342,0.0,STALE_REPEAT_NEXT_DAY
2025-11-03,HDB,HOSE,-0.0853293725383278,0.07,0.005,0.0153293725383278,0.01800326015939291,PERSISTS_LIKELY_CORP_ACTION
2020-06-10,STB,HOSE,0.0849056603773585,0.07,0.005,0.0149056603773585,-0.03913043478260869,SPIKE_REVERSES_AMBIGUOUS
2025-10-20,SSB,HOSE,-0.0842105158829467,0.07,0.005,0.0142105158829466,0.0,STALE_REPEAT_NEXT_DAY
2025-10-27,VRE,HOSE,-0.0837562974958872,0.07,0.005,0.0137562974958871,0.0,STALE_REPEAT_NEXT_DAY
2021-02-17,HDB,HOSE,0.0831557462067329,0.07,0.005,0.0131557462067329,0.003936866497223024,PERSISTS_LIKELY_CORP_ACTION
2025-08-25,STB,HOSE,-0.0830449826989619,0.07,0.005,0.0130449826989619,0.0,STALE_REPEAT_NEXT_DAY
2021-07-09,PLX,HOSE,-0.0830324496698854,0.07,0.005,0.0130324496698854,0.0,STALE_REPEAT_NEXT_DAY
2021-10-28,MSN,HOSE,0.0827979613803016,0.07,0.005,0.0127979613803015,-0.005273503689937398,PERSISTS_LIKELY_CORP_ACTION
2025-10-20,TCB,HOSE,-0.0824242442993958,0.07,0.005,0.0124242442993958,0.0,STALE_REPEAT_NEXT_DAY
2025-10-20,SSI,HOSE,-0.0822249093107617,0.07,0.005,0.0122249093107617,0.0,STALE_REPEAT_NEXT_DAY
2025-07-21,VIC,HOSE,-0.081967213114754,0.07,0.005,0.011967213114754,0.0,STALE_REPEAT_NEXT_DAY
2018-01-25,VRE,HOSE,-0.0819671905321939,0.07,0.005,0.0119671905321939,-0.017857062471583696,PERSISTS_LIKELY_CORP_ACTION
2021-07-19,SSI,HOSE,-0.0819366135740259,0.07,0.005,0.0119366135740259,0.068965464687746,SPIKE_REVERSES_AMBIGUOUS
2021-07-19,SSB,HOSE,-0.0818858764843132,0.07,0.005,0.0118858764843132,0.055405444850655794,SPIKE_REVERSES_AMBIGUOUS
2025-10-20,BID,HOSE,-0.0817610769382635,0.07,0.005,0.0117610769382635,0.0,STALE_REPEAT_NEXT_DAY
2017-08-30,VIC,HOSE,0.0813186782365127,0.07,0.005,0.0113186782365127,-0.004064987929973118,PERSISTS_LIKELY_CORP_ACTION
2025-11-03,STB,HOSE,-0.0808435852372583,0.07,0.005,0.0108435852372583,0.030592734225621365,PERSISTS_LIKELY_CORP_ACTION
2021-02-17,CTG,HOSE,0.0807634639390351,0.07,0.005,0.0107634639390351,0.0,STALE_REPEAT_NEXT_DAY
2025-10-13,VHM,HOSE,0.0799999858904683,0.07,0.005,0.0099999858904683,0.0,STALE_REPEAT_NEXT_DAY
2025-12-19,VJC,HOSE,0.0799568510246508,0.07,0.005,0.0099568510246508,0.030515186565583052,PERSISTS_LIKELY_CORP_ACTION
2021-07-13,CTG,HOSE,-0.0797872808708786,0.07,0.005,0.0097872808708786,0.0,STALE_REPEAT_NEXT_DAY
2021-02-17,MBB,HOSE,0.0794978950680944,0.07,0.005,0.0094978950680944,0.015503866493917107,PERSISTS_LIKELY_CORP_ACTION
2025-06-09,VHM,HOSE,-0.0794270334029803,0.07,0.005,0.0094270334029802,0.0,STALE_REPEAT_NEXT_DAY
2025-05-26,VHM,HOSE,0.0792951499864902,0.07,0.005,0.0092951499864902,0.0,STALE_REPEAT_NEXT_DAY
2025-09-16,MSN,HOSE,0.0792682926829269,0.07,0.005,0.0092682926829268,-0.019209039548022555,PERSISTS_LIKELY_CORP_ACTION
2021-07-09,CTG,HOSE,-0.0791246500961181,0.07,0.005,0.0091246500961181,0.0,STALE_REPEAT_NEXT_DAY
2019-07-17,VRE,HOSE,0.0787172255759609,0.07,0.005,0.0087172255759609,-0.010810902992549831,PERSISTS_LIKELY_CORP_ACTION
2021-07-19,TCB,HOSE,-0.0786947956067459,0.07,0.005,0.0086947956067459,0.03124995670059949,PERSISTS_LIKELY_CORP_ACTION
2025-06-09,VIC,HOSE,-0.0785714285714286,0.07,0.005,0.0085714285714286,0.0,STALE_REPEAT_NEXT_DAY
2021-07-19,CTG,HOSE,-0.0785713893894647,0.07,0.005,0.0085713893894647,0.03100769783219337,PERSISTS_LIKELY_CORP_ACTION
2025-09-08,SSB,HOSE,-0.078521879187976,0.07,0.005,0.008521879187976,0.0,STALE_REPEAT_NEXT_DAY
2021-09-09,MWG,HOSE,0.0779691834472258,0.07,0.005,0.0079691834472258,0.0,STALE_REPEAT_NEXT_DAY
2025-05-14,TPB,HOSE,-0.0779661144202454,0.07,0.005,0.0079661144202454,0.014705911180965092,PERSISTS_LIKELY_CORP_ACTION
2025-10-20,HPG,HOSE,-0.0778761220941249,0.07,0.005,0.0078761220941249,0.0,STALE_REPEAT_NEXT_DAY
2018-06-20,GVR,UPCOM,0.157718120805369,0.15,0.005,0.007718120805369,0.0,STALE_REPEAT_NEXT_DAY
2021-02-17,STB,HOSE,0.0775862068965518,0.07,0.005,0.0075862068965518,-0.008000000000000007,PERSISTS_LIKELY_CORP_ACTION
2025-10-20,STB,HOSE,-0.0773109243697478,0.07,0.005,0.0073109243697478,0.0,STALE_REPEAT_NEXT_DAY
2025-12-26,VRE,HOSE,-0.0764790636772804,0.07,0.005,0.0064790636772804,0.03750000631995243,SPIKE_REVERSES_AMBIGUOUS
2021-07-09,STB,HOSE,-0.0761904761904761,0.07,0.005,0.0061904761904761,0.0,STALE_REPEAT_NEXT_DAY
2025-08-11,MSN,HOSE,0.0761154855643044,0.07,0.005,0.0061154855643044,0.0,STALE_REPEAT_NEXT_DAY
2019-02-21,VRE,HOSE,0.0759493602191478,0.07,0.005,0.0059493602191478,0.029411846296760302,PERSISTS_LIKELY_CORP_ACTION
2021-06-09,SSB,HOSE,-0.0758620357029796,0.07,0.005,0.0058620357029796,0.027363171097036787,PERSISTS_LIKELY_CORP_ACTION
2021-07-09,VIC,HOSE,-0.0757446635991966,0.07,0.005,0.0057446635991966,0.0,STALE_REPEAT_NEXT_DAY
2024-06-04,STB,HOSE,0.0754039497307001,0.07,0.005,0.0054039497307001,-0.011686143572620988,PERSISTS_LIKELY_CORP_ACTION
