date,Adj Close,Close,High,Low,Open,Volume
2016-01-04,2543.927978515625,2808.549560546875,2857.30908203125,2808.549560546875,2837.80517578125,4148213
2016-01-05,2517.4287109375,2779.2939453125,2818.301513671875,2779.2939453125,2798.797607421875,6447558
2016-01-06,2561.59423828125,2828.053466796875,2828.053466796875,2779.2939453125,2779.2939453125,6754883
2016-01-07,2490.92919921875,2750.0380859375,2798.797607421875,2740.2861328125,2789.045654296875,10563368
2016-01-08,2446.763671875,2701.278564453125,2740.2861328125,2681.774658203125,2701.278564453125,8862778
2016-01-11,2446.763671875,2701.278564453125,2720.782470703125,2691.526611328125,2720.782470703125,5007430
2016-01-12,2473.26318359375,2730.5341796875,2740.2861328125,2691.526611328125,2691.526611328125,3522797
2016-01-13,2429.097412109375,2681.774658203125,2740.2861328125,2681.774658203125,2740.2861328125,7025804
2016-01-14,2340.766845703125,2584.255615234375,2672.02294921875,2574.503662109375,2672.02294921875,15174671
2016-01-15,2252.43603515625,2486.736572265625,2594.007568359375,2467.232666015625,2584.255615234375,22553227
2016-01-18,2190.6044921875,2418.47314453125,2428.22509765625,2330.7060546875,2350.2099609375,29717978
2016-01-19,2225.93701171875,2457.48095703125,2486.736572265625,2418.47314453125,2428.22509765625,25294536
2016-01-20,2225.93701171875,2457.48095703125,2486.736572265625,2408.721435546875,2447.72900390625,20399084
2016-01-21,2252.43603515625,2486.736572265625,2486.736572265625,2418.47314453125,2418.47314453125,20686618
2016-01-22,2261.26904296875,2496.488525390625,2525.744140625,2467.232666015625,2496.488525390625,28253444
2016-01-25,2402.598388671875,2652.51904296875,2662.27099609375,2535.49609375,2535.49609375,12703770
2016-01-26,2331.933837890625,2574.503662109375,2642.76708984375,2564.751953125,2584.255615234375,13329698
2016-01-27,2367.266357421875,2613.511474609375,2633.01513671875,2594.007568359375,2603.759521484375,12493452
2016-01-28,2340.766845703125,2584.255615234375,2652.51904296875,2584.255615234375,2623.26318359375,7979361
2016-01-29,2429.097412109375,2681.774658203125,2681.774658203125,2584.255615234375,2603.759521484375,8819094
2016-02-01,2358.43310546875,2603.759521484375,2730.5341796875,2603.759521484375,2681.774658203125,8776128
2016-02-02,2367.266357421875,2613.511474609375,2623.26318359375,2574.503662109375,2584.255615234375,2969572
2016-02-03,2367.266357421875,2613.511474609375,2623.26318359375,2564.751953125,2574.503662109375,12637731
2016-02-04,2384.93212890625,2633.01513671875,2642.76708984375,2623.26318359375,2623.26318359375,1818310
2016-02-05,2384.93212890625,2633.01513671875,2652.51904296875,2613.511474609375,2633.01513671875,1599481
2016-02-15,2331.933837890625,2574.503662109375,2633.01513671875,2535.49609375,2633.01513671875,10599156
2016-02-16,2358.43310546875,2603.759521484375,2613.511474609375,2574.503662109375,2574.503662109375,5023837
2016-02-17,2358.43310546875,2603.759521484375,2613.511474609375,2584.255615234375,2584.255615234375,6207297
2016-02-18,2367.266357421875,2613.511474609375,2642.76708984375,2613.511474609375,2613.511474609375,5157247
2016-02-19,2384.93212890625,2633.01513671875,2642.76708984375,2613.511474609375,2613.511474609375,7224637
2016-02-22,2402.598388671875,2652.51904296875,2701.278564453125,2623.26318359375,2623.26318359375,11188169
2016-02-23,2402.598388671875,2652.51904296875,2720.782470703125,2652.51904296875,2720.782470703125,8278379
2016-02-24,2402.598388671875,2652.51904296875,2662.27099609375,2613.511474609375,2652.51904296875,6866963
2016-02-25,2411.431640625,2662.27099609375,2720.782470703125,2652.51904296875,2662.27099609375,9657289
2016-02-26,2508.595703125,2769.5419921875,2769.5419921875,2662.27099609375,2672.02294921875,19094006
2016-02-29,2464.429931640625,2720.782470703125,2808.549560546875,2720.782470703125,2808.549560546875,9652674
2016-03-01,2420.264892578125,2672.02294921875,2720.782470703125,2662.27099609375,2720.782470703125,9885655
2016-03-02,2402.598388671875,2652.51904296875,2691.526611328125,2613.511474609375,2681.774658203125,16573371
2016-03-03,2384.93212890625,2633.01513671875,2681.774658203125,2633.01513671875,2672.02294921875,7561186
2016-03-04,2429.097412109375,2681.774658203125,2701.278564453125,2623.26318359375,2642.76708984375,7781348
2016-03-07,2455.596923828125,2711.030517578125,2740.2861328125,2681.774658203125,2691.526611328125,22575376
2016-03-08,2552.760986328125,2818.301513671875,2857.30908203125,2750.0380859375,2750.0380859375,69395956
2016-03-09,2517.4287109375,2779.2939453125,2876.81298828125,2779.2939453125,2828.053466796875,27401509
2016-03-10,2526.261474609375,2789.045654296875,2798.797607421875,2769.5419921875,2789.045654296875,12772269
2016-03-11,2543.927978515625,2808.549560546875,2837.80517578125,2779.2939453125,2798.797607421875,21988619
2016-03-14,2649.924560546875,2925.572509765625,2945.076171875,2828.053466796875,2828.053466796875,39690283
2016-03-15,2649.924560546875,2925.572509765625,2974.33203125,2896.316650390625,2945.076171875,27650485
2016-03-16,2641.091796875,2915.820556640625,2945.076171875,2906.068603515625,2945.076171875,16758771
2016-03-17,2649.924560546875,2925.572509765625,2964.580078125,2915.820556640625,2945.076171875,21539271
2016-03-18,2623.42578125,2896.316650390625,2935.324462890625,2896.316650390625,2935.324462890625,26499429
2016-03-21,2632.258544921875,2906.068603515625,2954.828125,2906.068603515625,2915.820556640625,15508964
2016-03-22,2605.759765625,2876.81298828125,2915.820556640625,2876.81298828125,2915.820556640625,16437398
2016-03-23,2588.09326171875,2857.30908203125,2896.316650390625,2837.80517578125,2857.30908203125,16163195
2016-03-24,2543.927978515625,2808.549560546875,2886.564697265625,2808.549560546875,2847.55712890625,18035649
2016-03-25,2561.59423828125,2828.053466796875,2847.55712890625,2798.797607421875,2808.549560546875,17476682
