date,Adj Close,Close,High,Low,Open,Volume
2016-01-04,8492.806640625,11837.806640625,12011.1640625,11837.806640625,11986.3984375,2431669
2016-01-05,8492.806640625,11837.806640625,11887.3369140625,11813.041015625,11837.806640625,2964027
2016-01-06,8510.57421875,11862.572265625,11912.1025390625,11837.806640625,11837.806640625,1804178
2016-01-07,8350.66796875,11639.6845703125,11862.572265625,11639.6845703125,11862.572265625,7436296
2016-01-08,8226.294921875,11466.3271484375,11614.9189453125,11392.03125,11590.1533203125,7162283
2016-01-11,8155.2294921875,11367.2666015625,11466.3271484375,11367.2666015625,11466.3271484375,3252294
2016-01-12,8332.90234375,11614.9189453125,11614.9189453125,11317.7353515625,11392.03125,2350709
2016-01-13,8244.0654296875,11491.0927734375,11713.98046875,11466.3271484375,11639.6845703125,2192221
2016-01-14,8208.5302734375,11441.5625,11491.0927734375,11392.03125,11416.796875,2058203
2016-01-15,8190.76123046875,11416.796875,11515.8583984375,11392.03125,11441.5625,2395611
2016-01-18,7977.55615234375,11119.61328125,11317.7353515625,10971.021484375,11317.7353515625,9106012
2016-01-19,8013.087890625,11169.1435546875,11218.6748046875,11070.0830078125,11119.61328125,3527033
2016-01-20,7977.55615234375,11119.61328125,11268.205078125,11119.61328125,11169.1435546875,2632636
2016-01-21,7977.55615234375,11119.61328125,11169.1435546875,11045.3173828125,11094.84765625,2615798
2016-01-22,7959.78466796875,11094.84765625,11169.1435546875,10971.021484375,11144.37890625,2797262
2016-01-25,8368.4375,11664.44921875,11664.44921875,11144.37890625,11268.205078125,3601977
2016-01-26,8155.2294921875,11367.2666015625,11540.623046875,11367.2666015625,11515.8583984375,2669583
2016-01-27,8226.294921875,11466.3271484375,11515.8583984375,11441.5625,11515.8583984375,1359241
2016-01-28,8172.9951171875,11392.03125,11491.0927734375,11342.5009765625,11466.3271484375,1982735
2016-01-29,8244.0654296875,11491.0927734375,11515.8583984375,11367.2666015625,11466.3271484375,2006720
2016-02-01,8279.599609375,11540.623046875,11614.9189453125,11392.03125,11515.8583984375,2358583
2016-02-02,8208.5302734375,11441.5625,11565.388671875,11441.5625,11466.3271484375,743823
2016-02-03,8279.599609375,11540.623046875,11614.9189453125,11441.5625,11491.0927734375,2590319
2016-02-04,8261.8330078125,11515.8583984375,11614.9189453125,11515.8583984375,11614.9189453125,1138811
2016-02-05,8332.90234375,11614.9189453125,11639.6845703125,11515.8583984375,11565.388671875,1468910
2016-02-15,8297.3671875,11565.388671875,11590.1533203125,11466.3271484375,11565.388671875,1381247
2016-02-16,8403.9716796875,11713.98046875,11763.5107421875,11565.388671875,11639.6845703125,1399055
2016-02-17,8439.5048828125,11763.5107421875,11936.8681640625,11763.5107421875,11763.5107421875,2905034
2016-02-18,8546.109375,11912.1025390625,11961.6328125,11788.2763671875,11813.041015625,2976707
2016-02-19,8475.0380859375,11813.041015625,11887.3369140625,11788.2763671875,11887.3369140625,2141707
2016-02-22,8563.876953125,11936.8681640625,11936.8681640625,11813.041015625,11813.041015625,2094948
2016-02-23,8492.806640625,11837.806640625,12011.1640625,11837.806640625,12011.1640625,2936287
2016-02-24,8492.806640625,11837.806640625,11887.3369140625,11788.2763671875,11813.041015625,2648788
2016-02-25,8457.2724609375,11788.2763671875,11961.6328125,11788.2763671875,11887.3369140625,2717796
2016-02-26,8475.0380859375,11813.041015625,11837.806640625,11738.7451171875,11837.806640625,1547448
2016-02-29,8492.806640625,11837.806640625,11862.572265625,11788.2763671875,11862.572265625,2084571
2016-03-01,8563.876953125,11936.8681640625,12110.224609375,11788.2763671875,11837.806640625,4909331
2016-03-02,8652.7109375,12060.6943359375,12085.4599609375,11961.6328125,11986.3984375,3278419
2016-03-03,8670.4814453125,12085.4599609375,12209.2861328125,12085.4599609375,12110.224609375,3357280
2016-03-04,8706.0166015625,12134.990234375,12209.2861328125,12035.9287109375,12035.9287109375,3456168
2016-03-07,8634.9462890625,12035.9287109375,12234.05078125,12035.9287109375,12134.990234375,2955023
2016-03-08,8528.34375,11887.3369140625,12060.6943359375,11887.3369140625,12035.9287109375,4597201
2016-03-09,8528.34375,11887.3369140625,11936.8681640625,11837.806640625,11837.806640625,1639391
2016-03-10,8563.876953125,11936.8681640625,11961.6328125,11862.572265625,11887.3369140625,1124113
2016-03-11,8617.1806640625,12011.1640625,12110.224609375,11986.3984375,11986.3984375,3038971
2016-03-14,8652.7109375,12060.6943359375,12234.05078125,12060.6943359375,12134.990234375,4085315
2016-03-15,8617.1806640625,12011.1640625,12159.755859375,12011.1640625,12110.224609375,2202074
