date,Adj Close,Close,High,Low,Open,Volume
2016-01-04,12595.6435546875,14252.294921875,14675.6298828125,14252.294921875,14675.6298828125,1444627
2016-01-05,12533.2890625,14181.73828125,14393.40625,14111.1826171875,14252.294921875,1565113
2016-01-06,12595.6435546875,14252.294921875,14322.8505859375,14111.1826171875,14111.1826171875,1268780
2016-01-07,12034.4521484375,13617.291015625,14252.294921875,13405.623046875,14181.73828125,3661422
2016-01-08,11722.6796875,13264.51171875,13617.291015625,12911.732421875,13617.291015625,1725964
2016-01-11,11847.38671875,13405.623046875,13617.291015625,13335.0673828125,13405.623046875,1279198
2016-01-12,12034.4521484375,13617.291015625,13617.291015625,13405.623046875,13405.623046875,872542
2016-01-13,11847.38671875,13405.623046875,13758.4033203125,13335.0673828125,13687.8466796875,749108
2016-01-14,11535.615234375,13052.84375,13335.0673828125,12982.2880859375,13264.51171875,1580306
2016-01-15,11099.1318359375,12558.9521484375,13264.51171875,12558.9521484375,13052.84375,1890699
2016-01-18,10350.875,11712.28125,12276.728515625,11712.28125,12276.728515625,5193795
2016-01-19,10662.6494140625,12065.0615234375,12135.6171875,11712.28125,11712.28125,2277215
2016-01-20,10537.939453125,11923.94921875,12065.0615234375,11853.3935546875,12065.0615234375,1077329
2016-01-21,9852.0390625,11147.833984375,11923.94921875,11147.833984375,11853.3935546875,3826369
2016-01-22,9353.201171875,10583.38671875,11218.390625,10371.71875,11147.833984375,7620282
2016-01-25,9976.7470703125,11288.9462890625,11288.9462890625,10936.1669921875,11006.72265625,2784344
2016-01-26,10288.5205078125,11641.7255859375,11853.3935546875,10936.1669921875,11500.6142578125,3795670
2016-01-27,10725.0048828125,12135.6171875,12206.1728515625,11571.169921875,11641.7255859375,3280547
2016-01-28,10288.5205078125,11641.7255859375,12347.28515625,11641.7255859375,12347.28515625,2626413
2016-01-29,10475.583984375,11853.3935546875,11923.94921875,11571.169921875,11641.7255859375,2500810
2016-02-01,10163.8115234375,11500.6142578125,11923.94921875,11500.6142578125,11641.7255859375,2305561
2016-02-02,10101.4560546875,11430.0576171875,11853.3935546875,11288.9462890625,11500.6142578125,1168633
2016-02-03,10226.1669921875,11571.169921875,11571.169921875,11288.9462890625,11359.501953125,1018610
2016-02-04,10101.4560546875,11430.0576171875,11712.28125,11430.0576171875,11641.7255859375,1558154
2016-02-05,10226.1669921875,11571.169921875,11571.169921875,11359.501953125,11430.0576171875,695547
2016-02-15,10226.1669921875,11571.169921875,11641.7255859375,11359.501953125,11500.6142578125,641888
2016-02-16,10163.8115234375,11500.6142578125,11641.7255859375,11430.0576171875,11641.7255859375,1107263
2016-02-17,9976.7470703125,11288.9462890625,11500.6142578125,11288.9462890625,11500.6142578125,2142612
2016-02-18,10039.1005859375,11359.501953125,11571.169921875,11359.501953125,11430.0576171875,1811201
2016-02-19,10288.5205078125,11641.7255859375,11782.837890625,11359.501953125,11430.0576171875,2335424
2016-02-22,10725.0048828125,12135.6171875,12135.6171875,11712.28125,11782.837890625,3186012
2016-02-23,10600.294921875,11994.5048828125,12276.728515625,11923.94921875,12206.1728515625,2653073
2016-02-24,11286.197265625,12770.6201171875,12770.6201171875,11853.3935546875,11923.94921875,8193005
2016-02-25,11410.9052734375,12911.732421875,13405.623046875,12770.6201171875,13123.3994140625,4626826
2016-02-26,11473.259765625,12982.2880859375,13193.9560546875,12841.17578125,13052.84375,2570443
2016-02-29,11036.7763671875,12488.396484375,12911.732421875,12488.396484375,12841.17578125,3520867
2016-03-01,11036.7763671875,12488.396484375,12770.6201171875,12488.396484375,12488.396484375,2645178
2016-03-02,11410.9052734375,12911.732421875,12911.732421875,12629.5087890625,12700.064453125,2567183
2016-03-03,11348.5498046875,12841.17578125,12982.2880859375,12700.064453125,12911.732421875,1806297
2016-03-04,11286.197265625,12770.6201171875,12911.732421875,12770.6201171875,12841.17578125,1672715
2016-03-07,11161.4873046875,12629.5087890625,12841.17578125,12629.5087890625,12841.17578125,2428868
2016-03-08,11099.1318359375,12558.9521484375,12700.064453125,12488.396484375,12629.5087890625,2105337
2016-03-09,10849.7138671875,12276.728515625,12629.5087890625,12206.1728515625,12558.9521484375,1753205
2016-03-10,11036.7763671875,12488.396484375,12488.396484375,12276.728515625,12417.8408203125,1349156
2016-03-11,11036.7763671875,12488.396484375,12700.064453125,12488.396484375,12629.5087890625,1841744
2016-03-14,11036.7763671875,12488.396484375,12629.5087890625,12417.8408203125,12558.9521484375,1372400
2016-03-15,10912.068359375,12347.28515625,12488.396484375,12276.728515625,12488.396484375,1713123
2016-03-16,11036.7763671875,12488.396484375,12558.9521484375,12276.728515625,12347.28515625,1982356
2016-03-17,11036.7763671875,12488.396484375,12629.5087890625,12488.396484375,12558.9521484375,1375632
2016-03-18,10974.4228515625,12417.8408203125,12488.396484375,12206.1728515625,12488.396484375,1352544
2016-03-21,10974.4228515625,12417.8408203125,12629.5087890625,12417.8408203125,12488.396484375,2075063
2016-03-22,10787.3583984375,12206.1728515625,12417.8408203125,12206.1728515625,12417.8408203125,1862140
2016-03-23,10974.4228515625,12417.8408203125,12417.8408203125,12206.1728515625,12206.1728515625,1409236
2016-03-24,10725.0048828125,12135.6171875,12347.28515625,12135.6171875,12347.28515625,1336542
2016-03-25,10787.3583984375,12206.1728515625,12206.1728515625,11923.94921875,12135.6171875,2088017
2016-03-28,10725.0048828125,12135.6171875,12276.728515625,12065.0615234375,12276.728515625,822496
2016-03-29,10537.939453125,11923.94921875,12135.6171875,11923.94921875,11994.5048828125,989059
2016-03-30,10537.939453125,11923.94921875,11994.5048828125,11782.837890625,11923.94921875,1168066
2016-03-31,10413.2294921875,11782.837890625,12135.6171875,11782.837890625,12065.0615234375,1090525
2016-04-01,10350.875,11712.28125,11994.5048828125,11712.28125,11853.3935546875,1682948
2016-04-04,10288.5205078125,11641.7255859375,11994.5048828125,11641.7255859375,11712.28125,1084218
2016-04-05,10350.875,11712.28125,11782.837890625,11641.7255859375,11641.7255859375,619891
2016-04-06,10537.939453125,11923.94921875,11923.94921875,11712.28125,11712.28125,1697278
2016-04-07,10537.939453125,11923.94921875,11994.5048828125,11853.3935546875,11994.5048828125,642029
2016-04-08,10475.583984375,11853.3935546875,11923.94921875,11853.3935546875,11923.94921875,368261
2016-04-11,10413.2294921875,11782.837890625,11923.94921875,11641.7255859375,11853.3935546875,1859518
2016-04-12,10101.4560546875,11430.0576171875,11712.28125,11359.501953125,11641.7255859375,2174062
2016-04-13,9852.0390625,11147.833984375,11359.501953125,10936.1669921875,11288.9462890625,2955117
2016-04-14,9914.3935546875,11218.390625,11500.6142578125,11077.2783203125,11147.833984375,2328040
2016-04-15,9976.7470703125,11288.9462890625,11430.0576171875,11218.390625,11430.0576171875,994048
2016-04-19,9727.330078125,11006.72265625,11218.390625,11006.72265625,11218.390625,1558721
2016-04-20,9789.68359375,11077.2783203125,11218.390625,11006.72265625,11077.2783203125,1513395
2016-04-21,9914.3935546875,11218.390625,11218.390625,11006.72265625,11147.833984375,1211393
2016-04-22,10600.294921875,11994.5048828125,11994.5048828125,11077.2783203125,11147.833984375,3992606
2016-04-25,10912.068359375,12347.28515625,12700.064453125,12347.28515625,12347.28515625,5606248
2016-04-26,10787.3583984375,12206.1728515625,12347.28515625,12065.0615234375,12347.28515625,1355704
2016-04-27,10600.294921875,11994.5048828125,12276.728515625,11853.3935546875,12276.728515625,1733192
2016-04-28,10288.5205078125,11641.7255859375,12065.0615234375,11641.7255859375,11994.5048828125,1228061
2016-04-29,10912.068359375,12347.28515625,12347.28515625,11641.7255859375,11641.7255859375,4306726
2016-05-04,10787.3583984375,12206.1728515625,12488.396484375,11994.5048828125,12206.1728515625,2021233
2016-05-05,11036.7763671875,12488.396484375,12700.064453125,12135.6171875,12135.6171875,4300504
2016-05-06,11286.197265625,12770.6201171875,12982.2880859375,12488.396484375,12488.396484375,6184485
2016-05-09,11099.1318359375,12558.9521484375,12982.2880859375,12488.396484375,12841.17578125,2997735
2016-05-10,11410.9052734375,12911.732421875,13052.84375,12347.28515625,12488.396484375,5266844
2016-05-11,11597.9697265625,13123.3994140625,13193.9560546875,12982.2880859375,13052.84375,4423583
2016-05-12,11660.326171875,13193.9560546875,13193.9560546875,12982.2880859375,13193.9560546875,3047214
2016-05-13,11660.326171875,13193.9560546875,13335.0673828125,13052.84375,13123.3994140625,4399376
2016-05-16,11597.9697265625,13123.3994140625,13264.51171875,13052.84375,13123.3994140625,2229933
2016-05-17,11847.38671875,13405.623046875,13546.7353515625,13193.9560546875,13264.51171875,4549058
2016-05-18,11847.38671875,13405.623046875,13617.291015625,13335.0673828125,13405.623046875,2814363
2016-05-19,11597.9697265625,13123.3994140625,13405.623046875,13123.3994140625,13335.0673828125,1369367
2016-05-20,11410.9052734375,12911.732421875,13264.51171875,12841.17578125,13123.3994140625,2802033
