date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,2710.0,2710.0,2680.0,2690.0,2690.0,36439
2016-01-05,2680.0,2680.0,2640.0,2650.0,2650.0,47676
2016-01-06,2650.0,2660.0,2640.0,2660.0,2660.0,40589
2016-01-07,2640.0,2650.0,2590.0,2610.0,2610.0,94027
2016-01-08,2590.0,2610.0,2590.0,2610.0,2610.0,84809
2016-01-11,2590.0,2610.0,2580.0,2590.0,2590.0,37405
2016-01-12,2590.0,2640.0,2590.0,2590.0,2590.0,48154
2016-01-13,2640.0,2640.0,2590.0,2590.0,2590.0,81357
2016-01-14,2630.0,2630.0,2580.0,2590.0,2590.0,315858
2016-01-15,2590.0,2630.0,2590.0,2610.0,2610.0,260588
2016-01-18,2520.0,2580.0,2520.0,2540.0,2540.0,325887
2016-01-19,2570.0,2580.0,2560.0,2580.0,2580.0,71934
2016-01-20,2580.0,2580.0,2560.0,2580.0,2580.0,195341
2016-01-21,2580.0,2580.0,2520.0,2580.0,2580.0,91172
2016-01-22,2560.0,2570.0,2520.0,2540.0,2540.0,29413
2016-01-25,2560.0,2640.0,2560.0,2610.0,2610.0,143015
2016-01-26,2610.0,2610.0,2560.0,2590.0,2590.0,43819
2016-01-27,2610.0,2610.0,2570.0,2590.0,2590.0,154443
2016-01-28,2850.0,2850.0,2560.0,2590.0,2590.0,29261
2016-01-29,2580.0,2590.0,2570.0,2590.0,2590.0,85979
2016-02-01,2580.0,2590.0,2560.0,2580.0,2580.0,158690
2016-02-02,2570.0,2590.0,2560.0,2590.0,2590.0,113430
2016-02-03,2590.0,2590.0,2580.0,2590.0,2590.0,80000
2016-02-04,2590.0,2590.0,2580.0,2590.0,2590.0,120031
2016-02-05,2580.0,2640.0,2580.0,2610.0,2610.0,59764
2016-02-15,2590.0,2630.0,2570.0,2590.0,2590.0,25161
2016-02-16,2590.0,2660.0,2590.0,2650.0,2650.0,114193
2016-02-17,2650.0,2650.0,2590.0,2630.0,2630.0,141492
2016-02-18,2610.0,2660.0,2610.0,2630.0,2630.0,65316
2016-02-19,2650.0,2650.0,2610.0,2630.0,2630.0,162020
2016-02-22,2590.0,2660.0,2590.0,2630.0,2630.0,93741
2016-02-23,2640.0,2660.0,2630.0,2630.0,2630.0,268334
2016-02-24,2480.0,2760.0,2480.0,2740.0,2740.0,613706
2016-02-25,2830.0,2960.0,2690.0,2710.0,2710.0,170309
2016-02-26,2710.0,2710.0,2690.0,2710.0,2710.0,54693
2016-02-29,2710.0,2710.0,2660.0,2690.0,2690.0,192525
2016-03-01,2690.0,2710.0,2680.0,2680.0,2680.0,140511
2016-03-02,2680.0,2680.0,2650.0,2660.0,2660.0,187244
2016-03-03,2680.0,2680.0,2640.0,2660.0,2660.0,209795
2016-03-04,2650.0,2690.0,2640.0,2690.0,2690.0,106154
2016-03-07,2660.0,2710.0,2660.0,2710.0,2710.0,168692
2016-03-08,2690.0,2690.0,2590.0,2590.0,2590.0,349888
2016-03-09,2650.0,2650.0,2610.0,2650.0,2650.0,72850
2016-03-10,2640.0,2650.0,2630.0,2640.0,2640.0,127860
2016-03-11,2630.0,2660.0,2630.0,2650.0,2650.0,38679
2016-03-14,2630.0,2650.0,2610.0,2610.0,2610.0,130070
2016-03-15,2680.0,2680.0,2610.0,2630.0,2630.0,75369
2016-03-16,2640.0,2640.0,2610.0,2630.0,2630.0,85539
2016-03-17,2640.0,2640.0,2590.0,2610.0,2610.0,51939
2016-03-18,2590.0,2630.0,2590.0,2610.0,2610.0,49217
2016-03-21,2580.0,2640.0,2480.0,2590.0,2590.0,48938
2016-03-22,2570.0,2590.0,2560.0,2580.0,2580.0,143433
2016-03-23,2570.0,2580.0,2540.0,2570.0,2570.0,349539
2016-03-24,2580.0,2580.0,2560.0,2560.0,2560.0,60102
2016-03-25,2590.0,2590.0,2540.0,2540.0,2540.0,28280
2016-03-28,2570.0,2570.0,2520.0,2540.0,2540.0,28313
2016-03-29,2520.0,2540.0,2520.0,2520.0,2520.0,72908
2016-03-30,2560.0,2560.0,2400.0,2420.0,2420.0,215414
2016-03-31,2520.0,2520.0,2460.0,2500.0,2500.0,104162
2016-04-01,2520.0,2560.0,2500.0,2500.0,2500.0,125723
2016-04-04,2520.0,2520.0,2460.0,2500.0,2500.0,69304
2016-04-05,2480.0,2480.0,2460.0,2460.0,2460.0,59056
2016-04-06,2460.0,2460.0,2440.0,2440.0,2440.0,164962
2016-04-07,2460.0,2500.0,2460.0,2480.0,2480.0,32738
2016-04-08,2500.0,2520.0,2480.0,2520.0,2520.0,51607
2016-04-11,2520.0,2520.0,2500.0,2520.0,2520.0,49001
2016-04-12,2520.0,2520.0,2500.0,2500.0,2500.0,71515
2016-04-13,2500.0,2500.0,2460.0,2470.0,2470.0,94770
2016-04-14,2460.0,2480.0,2440.0,2440.0,2440.0,89740
2016-04-15,2500.0,2500.0,2440.0,2440.0,2440.0,66580
2016-04-19,2480.0,2480.0,2420.0,2440.0,2440.0,27773
2016-04-20,2460.0,2460.0,2420.0,2420.0,2420.0,73200
2016-04-21,2420.0,2420.0,2390.0,2420.0,2420.0,76583
2016-04-22,2390.0,2480.0,2390.0,2480.0,2480.0,126434
2016-04-25,2460.0,2500.0,2440.0,2460.0,2460.0,19229
2016-04-26,2460.0,2470.0,2440.0,2460.0,2460.0,117712
2016-04-27,2470.0,2470.0,2440.0,2440.0,2440.0,241006
2016-04-28,2460.0,2460.0,2420.0,2420.0,2420.0,39419
2016-04-29,2420.0,2440.0,2400.0,2440.0,2440.0,75474
2016-05-04,2420.0,2460.0,2400.0,2440.0,2440.0,48056
2016-05-05,2420.0,2440.0,2400.0,2440.0,2440.0,151701
2016-05-06,2440.0,2440.0,2420.0,2440.0,2440.0,111028
2016-05-09,2440.0,2460.0,2420.0,2460.0,2460.0,233846
2016-05-10,2470.0,2470.0,2420.0,2440.0,2440.0,92709
2016-05-11,2440.0,2460.0,2420.0,2440.0,2440.0,362991
2016-05-12,2460.0,2610.0,2460.0,2570.0,2570.0,569423
2016-05-13,2570.0,2630.0,2540.0,2560.0,2560.0,303678
2016-05-16,2540.0,2590.0,2540.0,2590.0,2590.0,193462
2016-05-17,2590.0,2630.0,2570.0,2590.0,2590.0,266987
2016-05-18,2580.0,2710.0,2560.0,2640.0,2640.0,520514
2016-05-19,2640.0,2650.0,2590.0,2650.0,2650.0,102855
2016-05-20,2590.0,2650.0,2580.0,2610.0,2610.0,50349
2016-05-23,2580.0,2580.0,2520.0,2520.0,2520.0,144346
2016-05-24,2520.0,2560.0,2520.0,2520.0,2520.0,204898
2016-05-25,2520.0,2560.0,2520.0,2520.0,2520.0,174731
2016-05-26,2520.0,2540.0,2480.0,2500.0,2500.0,373996
2016-05-27,2500.0,2520.0,2500.0,2520.0,2520.0,170308
2016-05-30,2540.0,2540.0,2520.0,2520.0,2520.0,90100
2016-05-31,2570.0,2570.0,2520.0,2520.0,2520.0,190183
2016-06-01,2560.0,2560.0,2520.0,2520.0,2520.0,72389
2016-06-02,2520.0,2540.0,2520.0,2520.0,2520.0,49600
2016-06-03,2520.0,2560.0,2520.0,2520.0,2520.0,94742
2016-06-06,2520.0,2590.0,2520.0,2560.0,2560.0,142834
2016-06-07,2560.0,2560.0,2540.0,2560.0,2560.0,28025
2016-06-08,2560.0,2580.0,2540.0,2570.0,2570.0,42707
2016-06-09,2570.0,2580.0,2560.0,2580.0,2580.0,83647
2016-06-10,2570.0,2610.0,2570.0,2590.0,2590.0,82355
2016-06-13,2580.0,2630.0,2570.0,2590.0,2590.0,138648
2016-06-14,2590.0,2630.0,2580.0,2610.0,2610.0,113252
2016-06-15,2610.0,2610.0,2590.0,2610.0,2610.0,51430
2016-06-16,2610.0,2630.0,2590.0,2610.0,2610.0,135735
2016-06-17,2590.0,2610.0,2590.0,2610.0,2610.0,118867
2016-06-20,2590.0,2630.0,2590.0,2630.0,2630.0,49716
2016-06-21,2610.0,2630.0,2590.0,2630.0,2630.0,130676
2016-06-22,2590.0,2630.0,2590.0,2630.0,2630.0,108886
2016-06-23,2590.0,2630.0,2590.0,2630.0,2630.0,62511
2016-06-24,2590.0,2630.0,2460.0,2630.0,2630.0,153703
2016-06-27,2520.0,2610.0,2520.0,2610.0,2610.0,102503
2016-06-28,2540.0,2590.0,2540.0,2590.0,2590.0,18644
2016-06-29,2560.0,2590.0,2560.0,2590.0,2590.0,65672
2016-06-30,2590.0,2590.0,2570.0,2590.0,2590.0,20698
2016-07-01,2560.0,2590.0,2540.0,2590.0,2590.0,160733
2016-07-04,2560.0,2560.0,2520.0,2520.0,2520.0,289840
2016-07-05,2520.0,2560.0,2500.0,2520.0,2520.0,224536
2016-07-06,2520.0,2520.0,2500.0,2520.0,2520.0,119879
2016-07-07,2520.0,2580.0,2520.0,2560.0,2560.0,46124
2016-07-08,2560.0,2560.0,2520.0,2560.0,2560.0,213318
2016-07-11,2540.0,2560.0,2520.0,2520.0,2520.0,256181
2016-07-12,2520.0,2520.0,2500.0,2520.0,2520.0,26771
2016-07-13,2540.0,2650.0,2520.0,2590.0,2590.0,437147
2016-07-14,2590.0,2660.0,2590.0,2590.0,2590.0,855293
2016-07-15,2640.0,2640.0,2580.0,2590.0,2590.0,218899
2016-07-18,2560.0,2580.0,2520.0,2580.0,2580.0,59135
2016-07-19,2580.0,2580.0,2470.0,2520.0,2520.0,465733
2016-07-20,2520.0,2520.0,2500.0,2520.0,2520.0,109114
2016-07-21,2540.0,2560.0,2500.0,2500.0,2500.0,115206
2016-07-22,2500.0,2500.0,2470.0,2470.0,2470.0,70617
2016-07-25,2470.0,2500.0,2460.0,2470.0,2470.0,73600
2016-07-26,2470.0,2480.0,2440.0,2440.0,2440.0,143345
2016-07-27,2440.0,2470.0,2440.0,2440.0,2440.0,59291
2016-07-28,2460.0,2460.0,2440.0,2440.0,2440.0,33402
2016-07-29,2440.0,2470.0,2440.0,2470.0,2470.0,138157
2016-08-01,2460.0,2470.0,2440.0,2440.0,2440.0,39056
2016-08-02,2440.0,2440.0,2390.0,2390.0,2390.0,76750
2016-08-03,2390.0,2390.0,2360.0,2360.0,2360.0,75348
2016-08-04,2390.0,2420.0,2380.0,2390.0,2390.0,110262
2016-08-05,2390.0,2420.0,2380.0,2400.0,2400.0,70318
2016-08-08,2400.0,2400.0,2380.0,2400.0,2400.0,69544
2016-08-09,2400.0,2420.0,2390.0,2400.0,2400.0,32488
2016-08-10,2420.0,2420.0,2390.0,2420.0,2420.0,136283
2016-08-11,2420.0,2420.0,2400.0,2420.0,2420.0,16038
2016-08-12,2440.0,2440.0,2400.0,2420.0,2420.0,48499
2016-08-15,2400.0,2420.0,2390.0,2390.0,2390.0,39933
2016-08-16,2390.0,2460.0,2390.0,2440.0,2440.0,106540
2016-08-17,2440.0,2440.0,2400.0,2420.0,2420.0,117280
2016-08-18,2420.0,2460.0,2400.0,2400.0,2400.0,113815
2016-08-19,2400.0,2400.0,2390.0,2400.0,2400.0,126316
2016-08-22,2390.0,2400.0,2390.0,2390.0,2390.0,64989
2016-08-23,2390.0,2400.0,2380.0,2400.0,2400.0,100523
2016-08-24,2400.0,2420.0,2390.0,2390.0,2390.0,53493
2016-08-25,2400.0,2440.0,2390.0,2440.0,2440.0,86057
2016-08-26,2390.0,2440.0,2390.0,2440.0,2440.0,74750
